Virus name	Accession ID	Collection date	Location	Host	Passage	Specimen	Additional host information	Sequencing technology	Assembly method	Comment	Comment type	Lineage	Clade
hCoV-19/Nigeria/CV604/2020	EPI_ISL_906297	2020-12-17	Africa / Nigeria / Kwara State	Human	Original			Illumina Miseq	viral-ngs v2.1.18	NS3_G254stop results in 8.0% truncation of the protein sequence.	info	B.1.1.487	GR
hCoV-19/Nigeria/CV606/2020	EPI_ISL_906299	2020-12-17	Africa / Nigeria / Kwara State	Human	Original			Illumina Miseq	viral-ngs v2.1.18	Gap of 3 nucleotides when compared to the reference sequence.	info	L.3	GR
hCoV-19/Nigeria/CV607/2020	EPI_ISL_906300	2020-12-17	Africa / Nigeria / Kwara State	Human	Original			Illumina Miseq	viral-ngs v2.1.18	NS8_E106stop results in 13.2% truncation of the protein sequence. Gap of 7 nucleotides when compared to the reference sequence.	info	B.1.462	GH
hCoV-19/Nigeria/CV608/2020	EPI_ISL_906301	2020-12-17	Africa / Nigeria / Kwara State	Human	Original			Illumina Miseq	viral-ngs v2.1.18			L.3	GR
hCoV-19/Nigeria/CV578/2020	EPI_ISL_906302	2020-12-04	Africa / Nigeria / Kwara State	Human	Original			Illumina Miseq	viral-ngs v2.1.18	Gap of 3 nucleotides when compared to the reference sequence.	info	L.3	GR
hCoV-19/Nigeria/CV579/2020	EPI_ISL_906303	2020-12-06	Africa / Nigeria / Kwara State	Human	Original			Illumina Miseq	viral-ngs v2.1.18	Gap of 3 nucleotides when compared to the reference sequence.	info	L.3	GR
hCoV-19/Nigeria/CV584/2020	EPI_ISL_906305	2020-12-07	Africa / Nigeria / Kwara State	Human	Original			Illumina Miseq	viral-ngs v2.1.18	NS3_G254stop results in 8.0% truncation of the protein sequence.	info	B.1.1.487	GR
hCoV-19/Nigeria/CV626/2020	EPI_ISL_941275	2020-11-24	Africa / Nigeria / Lagos State	Human	Original			Illumina Miseq	viral-ngs v2.1.18			B.1.1.487	GR
hCoV-19/Nigeria/CV627/2020	EPI_ISL_941276	2020-11-23	Africa / Nigeria / Lagos State	Human	Original			Illumina Miseq	viral-ngs v2.1.18			B.1.1.487	GR
hCoV-19/Nigeria/CV628/2020	EPI_ISL_941277	2020-11-25	Africa / Nigeria / Lagos State	Human	Original			Illumina Miseq	viral-ngs v2.1.18			B.1.177	GV
hCoV-19/Nigeria/CV629/2020	EPI_ISL_941278	2020-11-23	Africa / Nigeria / Lagos State	Human	Original			Illumina Miseq	viral-ngs v2.1.18			B.1.1.487	GR
hCoV-19/Nigeria/CV630/2020	EPI_ISL_941279	2020-11-25	Africa / Nigeria / Lagos State	Human	Original			Illumina Miseq	viral-ngs v2.1.18			B.1.1.487	GR
hCoV-19/Nigeria/CV631/2020	EPI_ISL_941280	2020-11-26	Africa / Nigeria / Lagos State	Human	Original			Illumina Miseq	viral-ngs v2.1.18	Stretches of NNNs (1.18% of overall sequence).	warn	B.1.1.487	GR
hCoV-19/Nigeria/CV633/2020	EPI_ISL_941282	2020-12-18	Africa / Nigeria / Lagos State	Human	Original			Illumina Miseq	viral-ngs v2.1.18	Gap of 1 nucleotides when compared to the reference sequence.	info	R.1	GR
hCoV-19/Nigeria/CV635/2020	EPI_ISL_941284	2020-12-21	Africa / Nigeria / Lagos State	Human	Original			Illumina Miseq	viral-ngs v2.1.18	NS8_K68stop results in 44.6% truncation of the protein sequence. NS8_Q27stop results in 78.5% truncation of the protein sequence. Gap of 19 nucleotides when compared to the reference sequence.	info	B.1.1.7	GRY
hCoV-19/Nigeria/CV637/2020	EPI_ISL_941285	2020-12-29	Africa / Nigeria / Lagos State	Human	Original			Illumina Miseq	viral-ngs v2.1.18	NS8_K68stop results in 44.6% truncation of the protein sequence. NS8_Q27stop results in 78.5% truncation of the protein sequence. Gap of 19 nucleotides when compared to the reference sequence.	info	B.1.1.7	GRY
hCoV-19/Nigeria/CV638/2020	EPI_ISL_941286	2020-12-29	Africa / Nigeria / Lagos State	Human	Original			Illumina Miseq	viral-ngs v2.1.18	NS8_K68stop results in 44.6% truncation of the protein sequence. NS8_Q27stop results in 78.5% truncation of the protein sequence. Gap of 19 nucleotides when compared to the reference sequence.	info	B.1.1.7	GRY
hCoV-19/Nigeria/CV639/2020	EPI_ISL_941287	2020-12-29	Africa / Nigeria / Lagos State	Human	Original			Illumina Miseq	viral-ngs v2.1.18	Gap of 24 nucleotides when compared to the reference sequence.	info	B.1.525	G
hCoV-19/Nigeria/CV640/2021	EPI_ISL_941288	2021-01-04	Africa / Nigeria / Lagos State	Human	Original			Illumina Miseq	viral-ngs v2.1.18	Stretches of NNNs (1.65% of overall sequence). NS7b without BLAST coverage.	warn	B.1.240	G
hCoV-19/Nigeria/CV641/2020	EPI_ISL_941289	2020-12-29	Africa / Nigeria / Lagos State	Human	Original			Illumina Miseq	viral-ngs v2.1.18	Gap of 24 nucleotides when compared to the reference sequence.	info	B.1.525	G
hCoV-19/Nigeria/CV642/2020	EPI_ISL_941290	2020-12-29	Africa / Nigeria / Lagos State	Human	Original			Illumina Miseq	viral-ngs v2.1.18	Gap of 67 nucleotides when compared to the reference sequence.	warn	B.1.525	G
hCoV-19/Nigeria/CV643/2020	EPI_ISL_941291	2020-12-29	Africa / Nigeria / Lagos State	Human	Original			Illumina Miseq	viral-ngs v2.1.18			B.1.1.487	GR
hCoV-19/Nigeria/CV645/2021	EPI_ISL_941292	2021-01-04	Africa / Nigeria / Lagos State	Human	Original			Illumina Miseq	viral-ngs v2.1.18	NS3_G254stop results in 8.0% truncation of the protein sequence.	info	B.1.1.487	GR
hCoV-19/Nigeria/CV646/2021	EPI_ISL_941293	2021-01-13	Africa / Nigeria / Lagos State	Human	Original			Illumina Miseq	viral-ngs v2.1.18	NS8_K68stop results in 44.6% truncation of the protein sequence. NS8_Q27stop results in 78.5% truncation of the protein sequence. Gap of 19 nucleotides when compared to the reference sequence.	info	B.1.1.7	GRY
hCoV-19/Nigeria/CV647/2021	EPI_ISL_941294	2021-01-15	Africa / Nigeria / Lagos State	Human	Original			Illumina Miseq	viral-ngs v2.1.18	Gap of 73 nucleotides when compared to the reference sequence.	warn	B.1.525	G
hCoV-19/Nigeria/CV648/2021	EPI_ISL_941295	2021-01-15	Africa / Nigeria / Lagos State	Human	Original			Illumina Miseq	viral-ngs v2.1.18	NS8_E106stop results in 13.2% truncation of the protein sequence. Gap of 33 nucleotides when compared to the reference sequence.	warn	B.1.1.318	GR
hCoV-19/Nigeria/CV649/2021	EPI_ISL_941296	2021-01-19	Africa / Nigeria / Lagos State	Human	Original			Illumina Miseq	viral-ngs v2.1.18	Gap of 73 nucleotides when compared to the reference sequence.	warn	B.1.525	G
hCoV-19/Nigeria/CV650/2021	EPI_ISL_941297	2021-01-19	Africa / Nigeria / Lagos State	Human	Original			Illumina Miseq	viral-ngs v2.1.18	NS8_K68stop results in 44.6% truncation of the protein sequence. NS8_Q27stop results in 78.5% truncation of the protein sequence. Gap of 19 nucleotides when compared to the reference sequence.	info	B.1.1.7	GRY
hCoV-19/Nigeria/CV636/2020	EPI_ISL_941925	2020-12-23	Africa / Nigeria / Lagos State	Human	Original			Illumina Miseq	viral-ngs v2.1.18	Gap of 1 nucleotide(s) found at refpos 27900 (frameshift confirmed by the submitter).	warn	B.1.1.487	GR
hCoV-19/Nigeria/CV644/2021	EPI_ISL_941926	2021-01-04	Africa / Nigeria / Lagos State	Human	Original			Illumina Miseq	viral-ngs v2.1.18	Gap of 4 nucleotide(s) found at refpos 28065 (frameshift confirmed by the submitter). Gap of 23 nucleotides when compared to the reference sequence. NS8 without BLAST coverage.	warn	B.1.1.7	GRY
hCoV-19/Nigeria/CV685/2021	EPI_ISL_977540	2021-01-12	Africa / Nigeria / Oyo State	Human	Original	Oropharyngeal swab		Illumina Miseq	viral-ngs v2.1.18	Stretches of NNNs (3.80% of overall sequence). NS8_K68stop results in 44.6% truncation of the protein sequence. NS8_Q27stop results in 78.5% truncation of the protein sequence. Gap of 19 nucleotides when compared to the reference sequence.	warn	B.1.1.7	GRY
hCoV-19/Nigeria/CV703/2021	EPI_ISL_977549	2021-01-07	Africa / Nigeria / Oyo State	Human	Original	Oropharyngeal swab		Illumina Miseq	viral-ngs v2.1.18	NS8_Q27stop results in 78.5% truncation of the protein sequence. Gap of 19 nucleotides when compared to the reference sequence.	info	B.1.1.7	GRY
hCoV-19/Nigeria/CV686/2021	EPI_ISL_977550	2021-01-12	Africa / Nigeria / Oyo State	Human	Original	Oropharyngeal swab		Illumina Miseq	viral-ngs v2.1.18	NS8_K68stop results in 44.6% truncation of the protein sequence. NS8_Q27stop results in 78.5% truncation of the protein sequence. Gap of 19 nucleotides when compared to the reference sequence.	info	B.1.1.7	GRY
hCoV-19/Nigeria/CV689/2021	EPI_ISL_977551	2021-01-11	Africa / Nigeria / Oyo State	Human	Original	Oropharyngeal swab		Illumina Miseq	viral-ngs v2.1.18	NS8_K68stop results in 44.6% truncation of the protein sequence. NS8_Q27stop results in 78.5% truncation of the protein sequence. Gap of 19 nucleotides when compared to the reference sequence.	info	B.1.1.7	GRY
hCoV-19/Nigeria/CV691/2021	EPI_ISL_977552	2021-01-09	Africa / Nigeria / Oyo State	Human	Original	Oropharyngeal swab		Illumina Miseq	viral-ngs v2.1.18	NS8_K68stop results in 44.6% truncation of the protein sequence. NS8_Q27stop results in 78.5% truncation of the protein sequence. Gap of 19 nucleotides when compared to the reference sequence.	info	B.1.1.7	GRY
hCoV-19/Nigeria/CV692/2021	EPI_ISL_977553	2021-01-12	Africa / Nigeria / Oyo State	Human	Original	Oropharyngeal swab		Illumina Miseq	viral-ngs v2.1.18	NS8_K68stop results in 44.6% truncation of the protein sequence. NS8_Q27stop results in 78.5% truncation of the protein sequence. Gap of 19 nucleotides when compared to the reference sequence.	info	B.1.1.7	GRY
hCoV-19/Nigeria/CV693/2021	EPI_ISL_977554	2021-01-13	Africa / Nigeria / Oyo State	Human	Original	Oropharyngeal swab		Illumina Miseq	viral-ngs v2.1.18	NS8_K68stop results in 44.6% truncation of the protein sequence. NS8_Q27stop results in 78.5% truncation of the protein sequence. Gap of 19 nucleotides when compared to the reference sequence.	info	B.1.1.7	GRY
hCoV-19/Nigeria/CV697/2021	EPI_ISL_977555	2021-01-07	Africa / Nigeria / Oyo State	Human	Original	Oropharyngeal swab		Illumina Miseq	viral-ngs v2.1.18	NS8_K68stop results in 44.6% truncation of the protein sequence. NS8_Q27stop results in 78.5% truncation of the protein sequence. Gap of 19 nucleotides when compared to the reference sequence.	info	B.1.1.7	GRY
hCoV-19/Nigeria/CV699/2021	EPI_ISL_977556	2021-01-07	Africa / Nigeria / Oyo State	Human	Original	Oropharyngeal swab		Illumina Miseq	viral-ngs v2.1.18	NS8_K68stop results in 44.6% truncation of the protein sequence. NS8_Q27stop results in 78.5% truncation of the protein sequence. Gap of 19 nucleotides when compared to the reference sequence.	info	B.1.1.7	GRY
hCoV-19/Nigeria/CV707/2021	EPI_ISL_977557	2021-01-11	Africa / Nigeria / Oyo State	Human	Original	Oropharyngeal swab		Illumina Miseq	viral-ngs v2.1.18	NS8_K68stop results in 44.6% truncation of the protein sequence. NS8_Q27stop results in 78.5% truncation of the protein sequence. Gap of 19 nucleotides when compared to the reference sequence.	info	B.1.1.7	GRY
hCoV-19/Nigeria/CV708/2021	EPI_ISL_977558	2021-01-11	Africa / Nigeria / Oyo State	Human	Original	Oropharyngeal swab		Illumina Miseq	viral-ngs v2.1.18	NS8_K68stop results in 44.6% truncation of the protein sequence. NS8_Q27stop results in 78.5% truncation of the protein sequence. Gap of 19 nucleotides when compared to the reference sequence.	info	B.1.1.7	GRY
hCoV-19/Nigeria/CV709/2021	EPI_ISL_977559	2021-01-11	Africa / Nigeria / Oyo State	Human	Original	Oropharyngeal swab		Illumina Miseq	viral-ngs v2.1.18	NS8_K68stop results in 44.6% truncation of the protein sequence. NS8_Q27stop results in 78.5% truncation of the protein sequence. Gap of 19 nucleotides when compared to the reference sequence.	info	B.1.1.7	GRY
hCoV-19/Nigeria/CV702/2021	EPI_ISL_977560	2021-01-07	Africa / Nigeria / Oyo State	Human	Original	Oropharyngeal swab		Illumina Miseq	viral-ngs v2.1.18	NS8_E106stop results in 13.2% truncation of the protein sequence. Gap of 30 nucleotides when compared to the reference sequence. %UniqueMutations 0.08%.	warn	B.1.1.318	GR
hCoV-19/Nigeria/CV705/2021	EPI_ISL_977561	2021-01-07	Africa / Nigeria / Oyo State	Human	Original	Oropharyngeal swab		Illumina Miseq	viral-ngs v2.1.18	NS8_E106stop results in 13.2% truncation of the protein sequence. Gap of 30 nucleotides when compared to the reference sequence. %UniqueMutations 0.08%.	warn	B.1.1.318	GR
hCoV-19/Nigeria/CV700/2021	EPI_ISL_977562	2021-01-07	Africa / Nigeria / Oyo State	Human	Original	Oropharyngeal swab		Illumina Miseq	viral-ngs v2.1.18	Gap of 73 nucleotides when compared to the reference sequence. %UniqueMutations 0.09%.	warn	B.1.525	G
hCoV-19/Nigeria/CV688/2021	EPI_ISL_977563	2021-01-08	Africa / Nigeria / Oyo State	Human	Original	Oropharyngeal swab		Illumina Miseq	viral-ngs v2.1.18	Gap of 24 nucleotides when compared to the reference sequence. %UniqueMutations 0.10%.	warn	B.1.525	G
hCoV-19/Nigeria/CV698/2021	EPI_ISL_977564	2021-01-07	Africa / Nigeria / Oyo State	Human	Original	Oropharyngeal swab		Illumina Miseq	viral-ngs v2.1.18	Gap of 24 nucleotides when compared to the reference sequence. %UniqueMutations 0.09%.	warn	B.1.525	G
hCoV-19/Nigeria/CV678/2021	EPI_ISL_977565	2021-01-08	Africa / Nigeria / Oyo State	Human	Original	Oropharyngeal swab		Illumina Miseq	viral-ngs v2.1.18	%UniqueMutations 0.07%.	warn	L.3	GR
hCoV-19/Nigeria/BCVL-18568/2021	EPI_ISL_985058	2021-01-07	Africa / Nigeria / Oyo	Human	Original			Illumina MiSeq	ARTIC	NS8_Q27stop results in 78.5% truncation of the protein sequence. Gap of 19 nucleotides when compared to the reference sequence.	info	B.1.1.7	GRY
hCoV-19/Nigeria/BCVL-18758/2021	EPI_ISL_985059	2021-01-08	Africa / Nigeria / Oyo	Human	Original			Illumina MiSeq	ARTIC	NS8_K68stop results in 44.6% truncation of the protein sequence. NS8_Q27stop results in 78.5% truncation of the protein sequence. Gap of 22 nucleotides when compared to the reference sequence.	info	B.1.1.7	GRY
hCoV-19/Nigeria/BCVL-19703/2021	EPI_ISL_985060	2021-01-14	Africa / Nigeria / Oyo	Human	Original			Illumina MiSeq	ARTIC	NS8_K68stop results in 44.6% truncation of the protein sequence. NS8_Q27stop results in 78.5% truncation of the protein sequence. Gap of 19 nucleotides when compared to the reference sequence.	info	B.1.1.7	GRY
hCoV-19/Nigeria/BCVL-19253/2021	EPI_ISL_985061	2021-01-14	Africa / Nigeria / Oyo	Human	Original			Illumina MiSeq	ARTIC	NS8_K68stop results in 44.6% truncation of the protein sequence. NS8_Q27stop results in 78.5% truncation of the protein sequence. Gap of 19 nucleotides when compared to the reference sequence.	info	B.1.1.7	GRY
hCoV-19/Nigeria/BCVL-20332/2021	EPI_ISL_985062	2021-01-13	Africa / Nigeria / Oyo	Human	Original			Illumina MiSeq	ARTIC	NS8_K68stop results in 44.6% truncation of the protein sequence. NS8_Q27stop results in 78.5% truncation of the protein sequence. Gap of 19 nucleotides when compared to the reference sequence.	info	B.1.1.7	GRY
hCoV-19/Nigeria/BCVL-19097/2021	EPI_ISL_985063	2021-01-12	Africa / Nigeria / Oyo	Human	Original			Illumina MiSeq	ARTIC	NS8_K68stop results in 44.6% truncation of the protein sequence. NS8_Q27stop results in 78.5% truncation of the protein sequence. Gap of 19 nucleotides when compared to the reference sequence.	info	B.1.1.7	GRY
hCoV-19/Nigeria/BCVL-19098/2021	EPI_ISL_985064	2021-01-12	Africa / Nigeria / Oyo	Human	Original			Illumina MiSeq	ARTIC	NS8_K68stop results in 44.6% truncation of the protein sequence. NS8_Q27stop results in 78.5% truncation of the protein sequence. Gap of 19 nucleotides when compared to the reference sequence.	info	B.1.1.7	GRY
hCoV-19/Nigeria/BCVL-19205/2021	EPI_ISL_985065	2021-01-12	Africa / Nigeria / Oyo	Human	Original			Illumina MiSeq	ARTIC	NS8_K68stop results in 44.6% truncation of the protein sequence. NS8_Q27stop results in 78.5% truncation of the protein sequence. Gap of 19 nucleotides when compared to the reference sequence.	info	B.1.1.7	GRY
hCoV-19/Nigeria/BCVL-19040/2021	EPI_ISL_985066	2021-01-11	Africa / Nigeria / Oyo	Human	Original			Illumina MiSeq	ARTIC	NS8_K68stop results in 44.6% truncation of the protein sequence. NS8_Q27stop results in 78.5% truncation of the protein sequence. Gap of 19 nucleotides when compared to the reference sequence.	info	B.1.1.7	GRY
hCoV-19/Nigeria/BCVL-19041/2021	EPI_ISL_985067	2021-01-11	Africa / Nigeria / Oyo	Human	Original			Illumina MiSeq	ARTIC	NS8_K68stop results in 44.6% truncation of the protein sequence. NS8_Q27stop results in 78.5% truncation of the protein sequence. Gap of 19 nucleotides when compared to the reference sequence.	info	B.1.1.7	GRY
hCoV-19/Nigeria/BCVL-18975/2021	EPI_ISL_985068	2021-01-11	Africa / Nigeria / Oyo	Human	Original			Illumina MiSeq	ARTIC	NS8_K68stop results in 44.6% truncation of the protein sequence. NS8_Q27stop results in 78.5% truncation of the protein sequence. Gap of 19 nucleotides when compared to the reference sequence.	info	B.1.1.7	GRY
hCoV-19/Nigeria/BCVL-18971/2021	EPI_ISL_985069	2021-01-11	Africa / Nigeria / Oyo	Human	Original			Illumina MiSeq	ARTIC	NS8_K68stop results in 44.6% truncation of the protein sequence. NS8_Q27stop results in 78.5% truncation of the protein sequence. Gap of 19 nucleotides when compared to the reference sequence.	info	B.1.1.7	GRY
hCoV-19/Nigeria/BCVL-18976/2021	EPI_ISL_985070	2021-01-11	Africa / Nigeria / Oyo	Human	Original			Illumina MiSeq	ARTIC	NS8_K68stop results in 44.6% truncation of the protein sequence. NS8_Q27stop results in 78.5% truncation of the protein sequence. Gap of 19 nucleotides when compared to the reference sequence.	info	B.1.1.7	GRY
hCoV-19/Nigeria/BCVL-18985/2021	EPI_ISL_985071	2021-01-11	Africa / Nigeria / Oyo	Human	Original			Illumina MiSeq	ARTIC	NS8_K68stop results in 44.6% truncation of the protein sequence. NS8_Q27stop results in 78.5% truncation of the protein sequence. Gap of 19 nucleotides when compared to the reference sequence.	info	B.1.1.7	GRY
hCoV-19/Nigeria/BCVL-19053/2021	EPI_ISL_985072	2021-01-11	Africa / Nigeria / Oyo	Human	Original			Illumina MiSeq	ARTIC	NS8_K68stop results in 44.6% truncation of the protein sequence. NS8_Q27stop results in 78.5% truncation of the protein sequence. Gap of 19 nucleotides when compared to the reference sequence.	info	B.1.1.7	GRY
hCoV-19/Nigeria/BCVL-18688/2021	EPI_ISL_985073	2021-01-10	Africa / Nigeria / Oyo	Human	Original			Illumina MiSeq	ARTIC	NS8_K68stop results in 44.6% truncation of the protein sequence. NS8_Q27stop results in 78.5% truncation of the protein sequence. Gap of 19 nucleotides when compared to the reference sequence.	info	B.1.1.7	GRY
hCoV-19/Nigeria/BCVL-18798/2021	EPI_ISL_985074	2021-01-10	Africa / Nigeria / Oyo	Human	Original			Illumina MiSeq	ARTIC	NS8_K68stop results in 44.6% truncation of the protein sequence. NS8_Q27stop results in 78.5% truncation of the protein sequence. Gap of 19 nucleotides when compared to the reference sequence.	info	B.1.1.7	GRY
hCoV-19/Nigeria/BCVL-18800/2021	EPI_ISL_985075	2021-01-10	Africa / Nigeria / Oyo	Human	Original			Illumina MiSeq	ARTIC	NS8_K68stop results in 44.6% truncation of the protein sequence. NS8_Q27stop results in 78.5% truncation of the protein sequence. Gap of 19 nucleotides when compared to the reference sequence.	info	B.1.1.7	GRY
hCoV-19/Nigeria/BCVL-18820/2021	EPI_ISL_985076	2021-01-10	Africa / Nigeria / Oyo	Human	Original			Illumina MiSeq	ARTIC	NS8_K68stop results in 44.6% truncation of the protein sequence. NS8_Q27stop results in 78.5% truncation of the protein sequence. Gap of 19 nucleotides when compared to the reference sequence.	info	B.1.1.7	GRY
hCoV-19/Nigeria/BCVL-18821/2021	EPI_ISL_985077	2021-01-10	Africa / Nigeria / Oyo	Human	Original			Illumina MiSeq	ARTIC	NS8_K68stop results in 44.6% truncation of the protein sequence. NS8_Q27stop results in 78.5% truncation of the protein sequence. Gap of 19 nucleotides when compared to the reference sequence.	info	B.1.1.7	GRY
hCoV-19/Nigeria/BCVL-18949/2021	EPI_ISL_985078	2021-01-10	Africa / Nigeria / Oyo	Human	Original			Illumina MiSeq	ARTIC	NS8_K68stop results in 44.6% truncation of the protein sequence. NS8_Q27stop results in 78.5% truncation of the protein sequence. Gap of 19 nucleotides when compared to the reference sequence.	info	B.1.1.7	GRY
hCoV-19/Nigeria/BCVL-18684/2021	EPI_ISL_985079	2021-01-09	Africa / Nigeria / Oyo	Human	Original			Illumina MiSeq	ARTIC	NS8_K68stop results in 44.6% truncation of the protein sequence. NS8_Q27stop results in 78.5% truncation of the protein sequence. Gap of 19 nucleotides when compared to the reference sequence.	info	B.1.1.7	GRY
hCoV-19/Nigeria/BCVL-18835/2021	EPI_ISL_985080	2021-01-09	Africa / Nigeria / Oyo	Human	Original			Illumina MiSeq	ARTIC	NS8_K68stop results in 44.6% truncation of the protein sequence. NS8_Q27stop results in 78.5% truncation of the protein sequence. Gap of 19 nucleotides when compared to the reference sequence.	info	B.1.1.7	GRY
hCoV-19/Nigeria/BCVL-18483/2021	EPI_ISL_985081	2021-01-09	Africa / Nigeria / Oyo	Human	Original			Illumina MiSeq	ARTIC	NS8_K68stop results in 44.6% truncation of the protein sequence. NS8_Q27stop results in 78.5% truncation of the protein sequence. Gap of 19 nucleotides when compared to the reference sequence.	info	B.1.1.7	GRY
hCoV-19/Nigeria/BCVL-18709/2021	EPI_ISL_985082	2021-01-08	Africa / Nigeria / Oyo	Human	Original			Illumina MiSeq	ARTIC	NS8_K68stop results in 44.6% truncation of the protein sequence. NS8_Q27stop results in 78.5% truncation of the protein sequence. Gap of 19 nucleotides when compared to the reference sequence.	info	B.1.1.7	GRY
hCoV-19/Nigeria/BCVL-18716/2021	EPI_ISL_985083	2021-01-08	Africa / Nigeria / Oyo	Human	Original			Illumina MiSeq	ARTIC	NS8_K68stop results in 44.6% truncation of the protein sequence. NS8_Q27stop results in 78.5% truncation of the protein sequence. Gap of 19 nucleotides when compared to the reference sequence.	info	B.1.1.7	GRY
hCoV-19/Nigeria/BCVL-18748/2021	EPI_ISL_985084	2021-01-08	Africa / Nigeria / Oyo	Human	Original			Illumina MiSeq	ARTIC	NS8_K68stop results in 44.6% truncation of the protein sequence. NS8_Q27stop results in 78.5% truncation of the protein sequence. Gap of 19 nucleotides when compared to the reference sequence.	info	B.1.1.7	GRY
hCoV-19/Nigeria/BCVL-18387/2021	EPI_ISL_985085	2021-01-08	Africa / Nigeria / Oyo	Human	Original			Illumina MiSeq	ARTIC	NS8_K68stop results in 44.6% truncation of the protein sequence. NS8_Q27stop results in 78.5% truncation of the protein sequence. Gap of 19 nucleotides when compared to the reference sequence.	info	B.1.1.7	GRY
hCoV-19/Nigeria/BCVL-18420/2021	EPI_ISL_985086	2021-01-08	Africa / Nigeria / Oyo	Human	Original			Illumina MiSeq	ARTIC	NS8_K68stop results in 44.6% truncation of the protein sequence. NS8_Q27stop results in 78.5% truncation of the protein sequence. Gap of 19 nucleotides when compared to the reference sequence.	info	B.1.1.7	GRY
hCoV-19/Nigeria/BCVL-18423/2021	EPI_ISL_985087	2021-01-08	Africa / Nigeria / Oyo	Human	Original			Illumina MiSeq	ARTIC	NS8_K68stop results in 44.6% truncation of the protein sequence. NS8_Q27stop results in 78.5% truncation of the protein sequence. Gap of 19 nucleotides when compared to the reference sequence.	info	B.1.1.7	GRY
hCoV-19/Nigeria/BCVL-18430/2021	EPI_ISL_985088	2021-01-08	Africa / Nigeria / Oyo	Human	Original			Illumina MiSeq	ARTIC	NS8_K68stop results in 44.6% truncation of the protein sequence. NS8_Q27stop results in 78.5% truncation of the protein sequence. Gap of 19 nucleotides when compared to the reference sequence.	info	B.1.1.7	GRY
hCoV-19/Nigeria/BCVL-18458/2021	EPI_ISL_985089	2021-01-08	Africa / Nigeria / Oyo	Human	Original			Illumina MiSeq	ARTIC	NS8_K68stop results in 44.6% truncation of the protein sequence. NS8_Q27stop results in 78.5% truncation of the protein sequence. Gap of 19 nucleotides when compared to the reference sequence.	info	B.1.1.7	GRY
hCoV-19/Nigeria/BCVL-18475/2021	EPI_ISL_985090	2021-01-08	Africa / Nigeria / Oyo	Human	Original			Illumina MiSeq	ARTIC	NS8_K68stop results in 44.6% truncation of the protein sequence. NS8_Q27stop results in 78.5% truncation of the protein sequence. Gap of 19 nucleotides when compared to the reference sequence.	info	B.1.1.7	GRY
hCoV-19/Nigeria/BCVL-18510/2021	EPI_ISL_985091	2021-01-07	Africa / Nigeria / Oyo	Human	Original			Illumina MiSeq	ARTIC	NS8_K68stop results in 44.6% truncation of the protein sequence. NS8_Q27stop results in 78.5% truncation of the protein sequence. Gap of 19 nucleotides when compared to the reference sequence.	info	B.1.1.7	GRY
hCoV-19/Nigeria/BCVL-18521/2021	EPI_ISL_985092	2021-01-07	Africa / Nigeria / Oyo	Human	Original			Illumina MiSeq	ARTIC	NS8_K68stop results in 44.6% truncation of the protein sequence. NS8_Q27stop results in 78.5% truncation of the protein sequence. Gap of 19 nucleotides when compared to the reference sequence.	info	B.1.1.7	GRY
hCoV-19/Nigeria/BCVL-18523/2021	EPI_ISL_985093	2021-01-07	Africa / Nigeria / Oyo	Human	Original			Illumina MiSeq	ARTIC	NS8_K68stop results in 44.6% truncation of the protein sequence. NS8_Q27stop results in 78.5% truncation of the protein sequence. Gap of 19 nucleotides when compared to the reference sequence.	info	B.1.1.7	GRY
hCoV-19/Nigeria/BCVL-18543/2021	EPI_ISL_985094	2021-01-07	Africa / Nigeria / Oyo	Human	Original			Illumina MiSeq	ARTIC	NS8_K68stop results in 44.6% truncation of the protein sequence. NS8_Q27stop results in 78.5% truncation of the protein sequence. Gap of 19 nucleotides when compared to the reference sequence.	info	B.1.1.7	GRY
hCoV-19/Nigeria/BCVL-18302/2021	EPI_ISL_985095	2021-01-07	Africa / Nigeria / Oyo	Human	Original			Illumina MiSeq	ARTIC	NS8_K68stop results in 44.6% truncation of the protein sequence. NS8_Q27stop results in 78.5% truncation of the protein sequence. Gap of 19 nucleotides when compared to the reference sequence.	info	B.1.1.7	GRY
hCoV-19/Nigeria/BCVL-18303/2021	EPI_ISL_985096	2021-01-07	Africa / Nigeria / Oyo	Human	Original			Illumina MiSeq	ARTIC	NS8_K68stop results in 44.6% truncation of the protein sequence. NS8_Q27stop results in 78.5% truncation of the protein sequence. Gap of 19 nucleotides when compared to the reference sequence.	info	B.1.1.7	GRY
hCoV-19/Nigeria/BCVL-18308/2021	EPI_ISL_985097	2021-01-07	Africa / Nigeria / Oyo	Human	Original			Illumina MiSeq	ARTIC	NS8_K68stop results in 44.6% truncation of the protein sequence. NS8_Q27stop results in 78.5% truncation of the protein sequence. Gap of 19 nucleotides when compared to the reference sequence.	info	B.1.1.7	GRY
hCoV-19/Nigeria/BCVL-18598/2021	EPI_ISL_985098	2021-01-07	Africa / Nigeria / Oyo	Human	Original			Illumina MiSeq	ARTIC	NS8_K68stop results in 44.6% truncation of the protein sequence. NS8_Q27stop results in 78.5% truncation of the protein sequence. Gap of 19 nucleotides when compared to the reference sequence.	info	B.1.1.7	GRY
